show_id,category,title,director,cast,country,release_date,rating,duration,type,description,release_year,release_month,duration_value,duration_unit
s5468,Movie,secrets of althorp - the spencers,kasia uscinska,samuel west,united states,2017-04-22,TV-PG,54 min,"documentaries, international movies","princess diana's brother, charles, the ninth earl spencer, leads a tour of althorp house, the manor the spencer family has called home for 500 years.",2017,4,54,min
s5469,Movie,secrets of chatsworth,susannah ward,samuel west,united states,2017-02-22,TV-PG,54 min,"documentaries, international movies","tales of tragedy and scandal unfold through the history of chatsworth, a grand estate that has been home to some of england's most noted aristocrats.",2017,2,54,min
s5470,TV Show,secrets of great british castles,"raúl campos, jan suter",dan jones,united kingdom,2019-04-01,TV-PG,1 Season,"british tv shows, docuseries, international tv shows",join historian dan jones on a journey back in time to the zenith of britain's most iconic structures and their infamous inhabitants.,2019,4,1,Season
s5471,Movie,secrets of henry viii's palace: hampton court,sam taplin,samuel west,united states,2017-02-22,TV-PG,54 min,"documentaries, international movies",the history of this grand 500-year-old palace is inextricably tied to the lavish lifestyle of king henry viii and the doomed fates of his six wives.,2017,2,54,min
s5472,Movie,secrets of her majesty's secret service,kasia uscinska,samuel west,united kingdom,2017-02-22,TV-PG,55 min,"documentaries, international movies","this documentary spotlights more than 100 years of operatives and operations in the u.k.'s secret service, the world's oldest intelligence agency.",2017,2,55,min
s5473,Movie,secrets of highclere castle,vicky matthews,samuel west,united states,2017-02-22,TV-PG,54 min,"documentaries, international movies","known as the setting of ""downton abbey,"" highclere castle truly was the home of aristocrats and an army of servants, with a rich past to share.",2017,2,54,min
s5474,Movie,secrets of scotland yard,susannah ward,samuel west,united kingdom,2017-04-22,TV-14,55 min,documentaries,"revisit famous cases and explore the history of scotland yard, one of the world's oldest detective forces and a name synonymous with crime solving.",2017,4,55,min
s5475,Movie,secrets of selfridges,sam taplin,samuel west,united states,2017-04-22,TV-PG,55 min,documentaries,american harry gordon selfridge introduced londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure.,2017,4,55,min
s5476,Movie,secrets of the saqqara tomb,james tovell,david attenborough,united states,2020-10-28,TV-PG,114 min,documentaries,"after unearthing a tomb that had been untouched for 4,400 years, egyptian archaeologists attempt to decipher the history of the extraordinary find.",2020,10,114,min
s5477,Movie,secrets of the tower of london,vicky matthews,samuel west,united kingdom,2017-02-22,TV-PG,55 min,documentaries,"explore the storied history of the iconic tower of london as it evolved from a royal castle into a dungeon prison and, finally, an armory and mint.",2017,2,55,min
s5478,Movie,secrets of underground london,"vicky matthews, gareth sacala",samuel west,united kingdom,2017-04-22,TV-PG,55 min,"documentaries, international movies","experts examine the ruins and relics hidden beneath london's surface, unearthing a roman amphitheater, plague pits, air raid shelters and more.",2017,4,55,min
s5479,Movie,secrets of westminster,louise wardle,samuel west,"united states, united kingdom",2017-04-22,TV-PG,55 min,"documentaries, international movies","take an insider's tour of parliament, big ben and westminster abbey to discover the little-known history and pageantry of these famous buildings.",2017,4,55,min
s5480,Movie,security,alain desrochers,"antonio banderas, ben kingsley, liam mcintyre, cung le, katherine de la rocha, chad lindberg, jiro wang, gabriella wright, shari watson, john strong",united states,2017-10-03,R,92 min,action & adventure,"after taking a job as a mall security guard, a former marine steps up to protect a young girl who's being hunted by heavily armed mercenaries.",2017,10,92,min
s5481,TV Show,see you in time,"raúl campos, jan suter","hans chung, mini tsai, albee huang, david chiu, johnny yang, kuan lin, ray yang, liu yu shan",united states,2019-01-04,TV-14,1 Season,"international tv shows, romantic tv shows, tv dramas",a series of mysterious text messages from the future sends ripples through the lives of a delivery woman and an accomplished cyclist.,2019,1,1,Season
s5482,Movie,see you yesterday,stefon bristol,"eden duncan-smith, dante crichlow, astro, johnathan nieves, marsha stephanie blake, wavyy jonez, myra lucretia taylor",united states,2019-05-17,TV-MA,87 min,"dramas, sci-fi & fantasy, thrillers","as two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.",2019,5,87,min
s5483,Movie,seeing allred,"roberta grossman, sophie sartain",gloria allred,united states,2018-02-09,TV-14,96 min,documentaries,"explore the public and private sides of feminist firebrand attorney gloria allred, who's battled some of the biggest names in politics and business.",2018,2,96,min
s5484,Movie,sei,raj babu,"nakhul, aanchal munjal, nassar, prakash raj, thalaivasal vijay, manobala, jeyan cherthala, annadurai kannadasan",india,2019-03-25,TV-14,126 min,"action & adventure, comedies, dramas","an aspiring yet aimless actor takes over his ailing father's job as an ambulance driver, unwittingly getting involved in an organ-trafficking network.",2019,3,126,min
s5485,TV Show,seis manos,"raúl campos, jan suter","aislinn derbez, mike colter, jonny cruz, angélica vale, vic chao, danny trejo",united states,2019-10-03,TV-MA,1 Season,"anime series, crime tv shows","orphans raised by a martial arts master are plunged into a mystery involving demonic powers, drug cartels, ancient rituals and blood sacrifice.",2019,10,1,Season
s5486,TV Show,selection day,"raúl campos, jan suter","mohammad samad, yash shashank dholye, rajesh tailang, mahesh manjrekar, karanvir malhotra, ratna pathak shah, akshay oberoi",india,2018-12-28,TV-14,1 Season,"international tv shows, tv dramas, teen tv shows",two teen cricket prodigies struggle against their overbearing father and a system stacked against them to realize their own ambitions and identities.,2018,12,1,Season
s5487,TV Show,selena: the series,"raúl campos, jan suter","christian serratos, gabriel chavarria, ricardo chavira, noemi gonzalez, seidy lopez, hunter reese peña, julio macias, carlos alfredo jr., jesse posey, madison taylor baez, juan martinez, daniela estrada, paul rodriguez jr.","mexico, united states",2020-12-04,TV-PG,1 Season,tv dramas,iconic mexican-american performer selena rises to fame as she and her family make sacrifices in order to achieve their lifelong dreams.,2020,12,1,Season
s5488,TV Show,self made: inspired by the life of madam c.j. walker,"raúl campos, jan suter","octavia spencer, tiffany haddish, carmen ejogo, blair underwood, garrett morris, kevin carroll",united states,2020-03-20,TV-MA,1 Season,tv dramas,an african american washerwoman rises from poverty to build a beauty empire and become the first female self-made millionaire. based on a true story.,2020,3,1,Season
s5489,Movie,selfless,tarsem singh,"ryan reynolds, natalie martinez, matthew goode, ben kingsley, victor garber, derek luke, michelle dockery, melora hardin, brendan mccarthy, sam page",united states,2019-08-16,PG-13,117 min,"sci-fi & fantasy, thrillers","a dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin.",2019,8,117,min
s5490,TV Show,selling sunset,"raúl campos, jan suter",david attenborough,united states,2020-08-07,TV-MA,3 Seasons,reality tv,the elite real estate brokers at the oppenheim group sell the luxe life to affluent buyers in la. the drama ramps up when a new agent joins the team.,2020,8,3,Seasons
s5491,Movie,semana santa,alejandra márquez abella,"tenoch huerta, anajosé aldrete, esteban ávila, david thornton, jimena cuarón, lakshmi picazo",mexico,2017-01-31,TV-MA,87 min,"dramas, international movies","a single mother, her boyfriend and her 8-year-old son take a weeklong resort vacation, during which secrets and relationship strains take their toll.",2017,1,87,min
s5492,Movie,sen kimsin?,ozan açıktan,"tolga çevik, köksal engür, pelin körmükçü, toprak sergen, zeynep özder",turkey,2017-03-10,TV-14,102 min,"comedies, international movies","desperate for cash, klutzy private investigator tekin searches for a wealthy woman's missing girl but faces one surprise and mishap after another.",2017,3,102,min
s5493,Movie,senna,asif kapadia,"ayrton senna, alain prost, frank williams","united kingdom, france, united states",2019-10-01,PG-13,106 min,"documentaries, international movies, sports movies","this fast-paced documentary profiles ayrton senna, one of the greatest drivers in the history of formula one racing, and a hero in his native brazil.",2019,10,106,min
s5494,TV Show,sense8,"raúl campos, jan suter","tuppence middleton, brian j. smith, doona bae, max riemelt, naveen andrews, daryl hannah, freema agyeman, terrence mann, adam shapiro, max mauff, alfonso herrera, eréndira ibarra, aml ameen, jamie clayton, tina desae, miguel ángel silvestre, toby onwumere, joe pantoliano",united states,2016-12-23,TV-MA,2 Seasons,"crime tv shows, tv dramas, tv mysteries","from the creators of ""the matrix"" and ""babylon 5"" comes this tense series in which eight people can telepathically experience each other's lives.",2016,12,2,Seasons
s5495,TV Show,sensitive skin,"raúl campos, jan suter","kim cattrall, don mckellar, nicolas wright, joanna gleason, colm feore, clé bennett, bob martin, elliott gould",canada,2020-01-01,TV-MA,1 Season,tv comedies,davina and al try to revamp their lives as they struggle with the uncertainties of middle age in this darkly comic adaptation of the british hit.,2020,1,1,Season
s5496,Movie,seoul searching,benson lee,"in-pyo cha, justin chon, jessika van, esteban ahn, teo yoo, rosalina leigh, kang byul, crystal kay, dante han, sue son, albert kong, byeol kang, david lee mcinnis, seung-hyeon han, nathalia ramos, seong-guk choi, ji-a park","south korea, china, united states",2017-12-15,TV-MA,109 min,"comedies, dramas, international movies",teens of korean descent who were born and raised in other countries travel to seoul to learn about their cultural heritage at a summer camp in 1986.,2017,12,109,min
s5497,Movie,septembers of shiraz,wayne blair,"adrien brody, salma hayek, shohreh aghdashloo, alon aboutboul, navid navid, ariana molkara, nasser memarzia, jamie ward, anthony azizi, liron levo, gabriella wright",united states,2020-08-24,PG-13,110 min,"dramas, thrillers","in post-revolution tehran, a wealthy jewish businessman is summarily jailed and tortured, but along with his wife, he fights for answers and freedom.",2020,8,110,min
s5498,Movie,"septiembre, un llanto en silencio",kenneth müller,"saúl lisazo, mario zaragoza, juan pablo olyslager, costanza andrade",guatemala,2018-03-10,TV-MA,69 min,"dramas, independent movies, international movies","after a terrorist attack in guatemala, a baby is rendered deaf and motherless and her father is left to raise her alone.",2018,3,69,min
s5499,Movie,sergio,greg barker,"wagner moura, ana de armas, brían f. o'byrne, clemens schick, bradley whitford",united states,2020-04-17,R,119 min,"dramas, independent movies","passions, ideals and bitter realities collide as charismatic un diplomat sergio vieira de mello becomes trapped in a life-threatening situation in iraq.",2020,4,119,min
s5500,TV Show,serial killer with piers morgan,"raúl campos, jan suter",piers morgan,united kingdom,2019-09-01,TV-14,1 Season,"british tv shows, crime tv shows, docuseries","through intense prison interviews, piers morgan revisits the crimes of three convicted serial killers and learns more about their motives.",2019,9,1,Season
s5501,Movie,serious men,sudhir mishra,"nawazuddin siddiqui, nasser, aakshath das, indira tiwari, sanjay narvekar, shweta basu prasad",india,2020-10-02,TV-MA,115 min,"comedies, dramas, international movies","when a slum dweller spins a web of lies in pursuit of the upward mobility he has long craved, his ruse could be especially dangerous for his young son.",2020,10,115,min
s5502,Movie,seriously single,"katleho ramaphakela, rethabile ramaphakela","fulu mugovhani, tumi morake, bohang moeko, yonda thomas",south africa,2020-07-31,TV-MA,108 min,"comedies, international movies, romantic movies","while her free-living bestie urges her to embrace singlehood, a commitment-craving social media expert can't stop following the life of a former love.",2020,7,108,min
s5503,TV Show,servant of the people,"raúl campos, jan suter","vladimir zelenskiy, natalya sumskaya, viktor saraykin, stanislav boklan, ekaterina kisten, anna koshmal, yelena kravets, aleksandr pikalov, evgeniy koshevoy, yuri krapov",ukraine,2017-03-01,TV-14,1 Season,"international tv shows, tv comedies","after a ukrainian high school teacher's tirade against government corruption goes viral on social media, he finds himself the country's new president.",2017,3,1,Season
s5504,Movie,set it up,claire scanlon,"zoey deutch, glen powell, lucy liu, taye diggs, meredith hagner, pete davidson, tituss burgess",united states,2018-06-15,TV-MA,106 min,"comedies, romantic movies","in desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love.",2018,6,106,min
s5505,Movie,set off,liu jiang,"wenpei ju, fan wei, liu hua, qianyuan wang, ren zhengbin, he jiang",china,2018-12-01,TV-MA,96 min,"dramas, international movies","when a restaurant owner in cyprus returns to beijing to sign divorce papers, a drunk woman he encounters triggers a string of mishaps.",2018,12,96,min
s5506,Movie,set up,mike gunther,"50 cent, ryan phillippe, bruce willis, rory markham, jenna dewan, brett granstaff, randy couture, susie abromeit, ron turner, james remar",united states,2020-01-10,R,85 min,action & adventure,"a diamond heist goes horribly wrong, and the group of friends who sought to make a fortune must instead fight for their very survival.",2020,1,85,min
s5507,Movie,seth meyers: lobby baby,neal brennan,seth meyers,united states,2019-11-05,TV-MA,61 min,stand-up comedy,snl alumnus and subversive master of late-night tv seth meyers comes out from behind the desk to share some lighthearted stories from his own life.,2019,11,61,min
s5508,Movie,seth rogen's hilarity for charity,ryan polito,"seth rogen, ike barinholtz, michael che, sacha baron cohen, jeff goldblum, tiffany haddish, chris hardwick, nick kroll, john mulaney, kumail nanjiani, chelsea peretti, craig robinson & the nasty delicious, lauren miller rogen, justin roiland, sarah silverman, michelle wolf",united states,2018-04-06,TV-MA,70 min,stand-up comedy,"seth rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of seth.",2018,4,70,min
s5509,Movie,sethum aayiram pon,anand ravichandran,"nivedhithaa sathish, srilekha rajendran, avinash raghudevan, gabrella sellus, rathaa krishnan p., rajendran",india,2020-04-01,TV-MA,103 min,"dramas, independent movies, international movies","meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hang heavy between them.",2020,4,103,min
s5510,Movie,settai,r. kannan,"arya, anjali, hansika motwani, santhanam, premgi amaren, nasser",india,2018-11-01,TV-14,123 min,"comedies, international movies, music & musicals","asked to deliver a package for a friend, madhu gets her fiancé, jayaganthan, to take care of it, and he then passes the task to one of his roommates.",2018,11,123,min
s5511,Movie,seven (tamil),"raúl campos, jan suter",david attenborough,india,2020-06-26,TV-MA,111 min,"dramas, international movies, romantic movies","multiple women report their husbands as missing but when it appears they are looking for the same man, a police officer traces their cryptic connection.",2020,6,111,min
s5512,Movie,seven (telugu),"raúl campos, jan suter",david attenborough,united states,2020-06-26,TV-14,116 min,"dramas, international movies, romantic movies","multiple women report their husbands as missing but when it appears they are looking for the same man, a police officer traces their cryptic connection.",2020,6,116,min
s5513,Movie,seven and a half dates,biodun stephen,"mercy johnson, jim iyke, toyin abraham, sola sobowale, akin lewis, bayray mcnwizu, roxy antak, frank donga, ken erics, fathia balogun",united states,2019-12-13,TV-14,107 min,"dramas, international movies, romantic movies","engrossed in her career, a young woman reluctantly yields to her father's plan to set her up on 10 dates to find a suitable husband.",2019,12,107,min
s5514,TV Show,seven and me,"raúl campos, jan suter","leila jolene, flavio parenti, josefin asplund",france,2017-10-15,TV-Y,1 Season,kids' tv,a little girl discovers she’s the modern-day descendant of snow white when seven dwarfs arrive at her suburban home to serve as her guardian angels.,2017,10,1,Season
s5515,Movie,seven in heaven,chris eigeman,"travis tope, haley ramm, jacinda barrett, gary cole, dylan everett, clark backo, vinson tran, paulino nunes, jeff clarke",united states,2018-10-06,PG-13,94 min,horror movies,two teenagers step into a secret closet and emerge in a terrifying alternate reality. they must find their way back before the door shuts forever.,2018,10,94,min
s5516,Movie,seven pounds,gabriele muccino,"will smith, rosario dawson, woody harrelson, michael ealy, barry pepper, elpidia carrillo, robinne lee, joe nunez, bill smitrovich, tim kelleher, gina hecht, andy milder, judyann elder, sarah jane morris",united states,2018-12-01,PG-13,123 min,"dramas, romantic movies","weighed down by a dark secret, irs agent ben thomas tries to improve the lives of seven strangers in need of a second chance.",2018,12,123,min
s5517,TV Show,seven seconds,"raúl campos, jan suter","clare-hope ashitey, regina king, beau knapp, michael mosley, david lyons, russell hornsby, raúl castillo, patrick murney",united states,2018-02-23,TV-MA,1 Season,"crime tv shows, tv dramas",the death of a 15-year-old african american boy in jersey city sets off a police cover-up and a search for the truth.,2018,2,1,Season
s5518,Movie,seven sundays,cathy garcia-molina,"ronaldo valdez, aga muhlach, dingdong dantes, enrique gil, cristine reyes, donita rose, ketchup eusebio, kean cipriano",philippines,2019-03-14,TV-MA,128 min,"comedies, dramas, international movies","a dying father asks his busy and grown children to spend their sundays with him, forcing his family to confront their issues before it's too late.",2019,3,128,min
s5519,Movie,seventeen,daniel sánchez arévalo,"biel montoro, nacho sánchez, lola cordón, itsaso arana, chani martín, iñigo aranburu, kandido uranga, javier cifrián, mamen duch, carolina clemente, jorge cabrera, daniel fuster, edgar costas, patxi santamaría",spain,2019-10-18,TV-MA,100 min,"comedies, dramas, international movies","to find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through cantabria.",2019,10,100,min
s5520,Movie,seventh son,sergei bodrov,"jeff bridges, ben barnes, julianne moore, alicia vikander, antje traue, olivia williams, john desantis, kit harington, djimon hounsou, gerard plunkett, jason scott lee","united states, united kingdom, canada, china",2020-08-16,PG-13,102 min,"action & adventure, sci-fi & fantasy","in the 18th century, apprentice exorcist tom ward is the lynchpin in a battle between good and evil when imprisoned witch mother malkin escapes.",2020,8,102,min
s5521,Movie,sex and the city 2,michael patrick king,"sarah jessica parker, kim cattrall, cynthia nixon, kristin davis, chris noth, john corbett, david eigenberg, evan handler, jason lewis, willie garson, mario cantone",united states,2021-01-01,R,146 min,"comedies, dramas, romantic movies","best friends carrie, miranda, samantha and charlotte take a break from their busy new york lives for an all-expenses-paid luxury vacation to abu dhabi.",2021,1,146,min
s5522,Movie,sex and the city: the movie,michael patrick king,"sarah jessica parker, kim cattrall, kristin davis, cynthia nixon, chris noth, candice bergen, jennifer hudson, david eigenberg, evan handler, jason lewis, mario cantone, lynn cohen",united states,2021-01-01,R,145 min,"comedies, dramas, romantic movies","when carrie's big step forward in her relationship goes awry, best friends charlotte, miranda and samantha are there to help her pick up the pieces.",2021,1,145,min
s5523,Movie,sex doll,sylvie verheyde,"hafsia herzi, ash stymest, karole rocher, paul hamy, ira max, lindsay karamoh, myriam djeljeli","united kingdom, france",2017-07-10,UR,103 min,"dramas, international movies, romantic movies","a high-end call girl falls for a handsome man she meets at a nightclub, but he harbors a secret that throws a wrench in their relationship.",2017,7,103,min
s5524,Movie,sex drive,sean anders,"josh zuckerman, amanda crew, clark duke, seth green, james marsden, michael cudlitz, dave sheridan, alice greczyn, katrina bowden, charlie mcdermott, mark l. young",united states,2020-09-01,R,109 min,comedies,"eager to hook up with a woman he met online, 18-year-old ian embarks on an epic road trip that speeds straight toward trouble in this raunchy comedy.",2020,9,109,min
s5525,TV Show,sex education,"raúl campos, jan suter","asa butterfield, gillian anderson, ncuti gatwa, emma mackey, connor swindells, kedar williams-stirling, alistair petrie",united kingdom,2020-01-17,TV-MA,2 Seasons,"british tv shows, international tv shows, tv comedies","insecure otis has all the answers when it comes to sex advice, thanks to his therapist mom. so rebel maeve proposes a school sex-therapy clinic.",2020,1,2,Seasons
s5526,TV Show,"sex, explained","raúl campos, jan suter",janelle monáe,united states,2020-01-02,TV-MA,1 Season,"docuseries, science & nature tv","from the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",2020,1,1,Season
s5527,Movie,"sexo, pudor y lagrimas",antonio serrano,"demián bichir, susana zabaleta, jorge salinas, cecilia suárez, victor huggo martin, mónica dionne, angélica aragón, laura almela",mexico,2017-12-15,R,111 min,"comedies, dramas, international movies","passions flare and alliances form when neighbors ana and miguel each start an affair with former lovers, right under their spouses' noses.",2017,12,111,min
s5528,Movie,sextuplets,michael tiddes,"marlon wayans, bresha webb, michael ian black, glynn turman, molly shannon, debbi morgan",united states,2019-08-16,TV-14,100 min,comedies,"when a dad-to-be learns he's actually a sextuplet, he sets off on a wild journey to meet his long-lost family. marlon wayans stars as all six siblings.",2019,8,100,min
s5529,TV Show,sexy central,"raúl campos, jan suter","jeana ho pui-yu, joyce cheng, ava liu, shiga lin, kelly chen jia-li, eric suen yiu-wai, eric kwok, mix, adam pak, patrick tang",hong kong,2019-07-20,TV-MA,1 Season,"international tv shows, romantic tv shows, tv dramas","in the bustling center of hong kong, five young women reckon with betrayal, unrequited love and other matters of the heart.",2019,7,1,Season
s5530,Movie,sgt. will gardner,max martini,"max martini, omari hardwick, lily rabe, elisabeth röhm, robert patrick, dermot mulroney, gary sinise, jobeth williams, luis bordonada, leo martini",united states,2019-05-19,TV-MA,125 min,dramas,"a homeless vet who has ptsd steals a motorcycle and hits the road, trying to sort out what life means now that war is in the rear-view mirror.",2019,5,125,min
s5531,Movie,shéhérazade,jean-bernard marlin,"dylan robert, kenza fortas, idir azougli, lisa amedjout, sofia bent, nabila bounad, kader benchoudar, nabila ait amer",france,2019-05-11,TV-MA,111 min,"dramas, independent movies, international movies","fresh out of juvenile detention in marseille, 17-year-old zach falls for a young prostitute and soon faces a dire dilemma while working as a pimp.",2019,5,111,min
s5532,Movie,shabd,leena yadav,"sanjay dutt, aishwarya rai bachchan, zayed khan, brijendra kala, sadiya siddiqui, kamini khanna",india,2019-04-15,TV-14,146 min,"dramas, international movies, romantic movies","when a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry.",2019,4,146,min
s5533,Movie,shadow,zhang yimou,"deng chao, sun li, ryan cheng, wang qianyuan, hu jun, wang jingchun, guan xiaotong, leo wu","china, hong kong",2019-11-06,TV-14,116 min,"action & adventure, dramas, international movies","as three kingdoms struggle for control of a walled city, a figure with a rare power spins a web of intrigue that entangles a king's court.",2019,11,116,min
s5534,TV Show,shadow of truth,"raúl campos, jan suter",david attenborough,israel,2017-01-27,TV-MA,1 Season,"crime tv shows, docuseries, international tv shows",this documentary series explores the explosive 2006 murder case of a 13-year-old israeli girl and the subsequent conviction of a ukrainian immigrant.,2017,1,1,Season
s5535,Movie,shahanpan dega deva,sudesh manjrekar,"bharat jadhav, ankush chaudhari, siddarth jadhav, santosh juvekar, vaibhav mangale, kranti redkar, manava naik",india,2018-01-01,TV-14,115 min,"comedies, international movies","at large in the city, five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot.",2018,1,115,min
s5536,Movie,shaitan,bejoy nambiar,"rajeev khandelwal, kalki koechlin, gulshan devaiah, shiv pandit, kirti kulhari, neil bhoopalam, nikhil chinappa, rajit kapoor, rajkummar rao, pavan malhotra",india,2020-07-05,TV-MA,126 min,"action & adventure, dramas, independent movies","when they're blackmailed after a hit-and-run, a troubled rich girl and her wild friends stage a fake kidnapping with a plan to collect the ransom.",2020,7,126,min
s5537,TV Show,shaka zulu,"raúl campos, jan suter","edward fox, robert powell, trevor howard, fiona fullerton, christopher lee, henry cele, dudu mkhize, roy dotrice, gordon jackson, kenneth griffith, conrad magwaza, patrick ndlovu, roland mqwebu, gugu nxumalo, tu nokwe","italy, south africa, west germany, australia, united states",2019-01-10,TV-14,1 Season,tv dramas,"this miniseries recounts the early 19th-century conflict between the expanding british empire in africa and shaka, the leader of the vast zulu nation.",2019,1,1,Season
s5538,Movie,shakti: the power,krishna vamshi,"karisma kapoor, nana patekar, sanjay kapoor, shah rukh khan, deepti naval, vijay raaz, tiku talsania, jaspal bhatti, divya dutta, prakash raj",india,2018-03-01,TV-MA,168 min,"dramas, international movies, thrillers",a young mother must break free of the clutches of her husband's feudal family and bring herself and her young child to safety.,2018,3,168,min
s5539,TV Show,shameless (u.s.),"raúl campos, jan suter","william h. macy, emmy rossum, justin chatwin, cameron monaghan, jeremy allen white, shanola hampton, steve howey, ethan cutkosky, emma kenney, laura wiggins, joan cusack",united states,2020-07-26,TV-MA,10 Seasons,"tv comedies, tv dramas",this dramedy based on a british series centers on siblings in a dysfunctional chicago family who struggle while coping with their alcoholic father.,2020,7,10,Seasons
s5540,Movie,shanghai,dibakar banerjee,"emraan hashmi, abhay deol, prasenjit chatterjee, kalki koechlin, supriya pathak, tillotama shome, anant jog, pitobash, farooq shaikh, arvind goswami",india,2018-03-01,TV-14,109 min,"dramas, independent movies, international movies",three disparate characters uncover government corruption as a small indian town receives an influx of foreign money to turn it into the next shanghai.,2018,3,109,min
s5541,Movie,shanghai fortress,teng huatao,"lu han, shu qi, shi liang, godfrey gao, wang gongliang, wang sen, sun jialing, vincent matile",china,2019-09-13,TV-14,107 min,"dramas, international movies, romantic movies",a young man falls for a heroic general and soon follows her footsteps as humans defend earth against extraterrestrials seeking a precious energy source.,2019,9,107,min
s5542,Movie,shararat,gurudev bhalla,"abhishek bachchan, hrishitaa bhatt, amrish puri, mohnish bahl, helen, om puri, ashish vidyarthi, a.k. hangal, tinnu anand, daisy irani, dara singh, viju khote, shubha khote",india,2018-03-01,TV-PG,148 min,"comedies, international movies, music & musicals","unable to bribe his way out of a reckless driving charge, an arrogant rich kid is sentenced to community service at a home for senior citizens.",2018,3,148,min
s5543,Movie,shark busters,herman yau,"danny lee, hui siu-hung, lam suet, alfred cheung, brian ireland, ken lo, lai suk-yin, yeung tin-king, fung hak-on, jamie luk",hong kong,2018-08-16,TV-14,92 min,"dramas, international movies","hit by a media storm over his own mounting debts, a police officer leads an investigation against the loan sharks behind a sinister credit scheme.",2018,8,92,min
s5544,Movie,shark night,david r. ellis,"sara paxton, dustin milligan, chris carmack, katharine mcphee, donal logue, joshua leonard, sinqua walls, chris zylka, alyssa diaz, joel david moore",united states,2019-11-02,PG-13,91 min,horror movies,a weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks.,2019,11,91,min
s5545,Movie,shattered memories,chris sivertson,"elizabeth bogush, brad schmidt, sarah lind, eddie kaye thomas, phillip boyd, victoria barabas, mark famiglietti, walker borba, meg delacy",united states,2020-10-23,TV-14,86 min,"dramas, thrillers","when her former lover's mysteriously murdered, a woman must clear her name – and avoid the killer.",2020,10,86,min
s5546,TV Show,shaun the sheep,"raúl campos, jan suter","john sparkes, justin fletcher, kate harbour, richard webber, jo allen","united kingdom, finland, germany",2020-12-22,TV-Y,2 Seasons,"british tv shows, kids' tv, tv comedies","join freewheeling shaun for barnyard misadventures with his cousin timmy, giant sheepdog bitzer, jealous cat pidsley and fellow sheep shirley.",2020,12,2,Seasons
s5547,TV Show,shaun the sheep: adventures from mossy bottom,"raúl campos, jan suter","john sparkes, justin fletcher, marcus brigstocke, simon greenall, kate harbour, emma tate, andy nyman, richard webber",united kingdom,2020-03-17,TV-Y7,1 Season,"british tv shows, kids' tv, tv comedies","clever sheep shaun, loyal dog bitzer and the rest of the mossy bottom gang cook up oodles of fun and mischief on the farm.",2020,3,1,Season
s5548,Movie,shaun the sheep: the farmer’s llamas,jay grace,"justin fletcher, john sparkes, sean connolly, chris grimes",united kingdom,2020-12-22,TV-Y,28 min,"children & family movies, comedies","a trio of mischievous llamas from the county fair start making a mess of the farm, so shaun and the flock must find a way to boot out the troublemakers.",2020,12,28,min
s5549,Movie,shaurya: it takes courage to make right... right,samar khan,"rahul bose, javed jaffrey, minissha lamba, seema biswas, deepak dobriyal, kay kay menon, amrita rao, rosa catalano, subrat dutta, priyesh kaushik",india,2018-03-01,TV-14,135 min,"dramas, international movies",courtroom intrigue plays out against a backdrop of military secrets in this bollywood drama with a plot that's reminiscent of a few good men.,2018,3,135,min
s5550,Movie,shawn mendes: in wonder,grant singer,shawn mendes,united states,2020-11-23,TV-MA,83 min,"documentaries, music & musicals","over the course of a world tour, this unguarded documentary follows shawn mendes as he opens up about his stardom, relationships and musical future.",2020,11,83,min
s5551,Movie,shawn mendes: live in concert,paul dugdale,shawn mendes,"united kingdom, united states",2020-11-25,TV-PG,87 min,music & musicals,"in his hometown of toronto, shawn mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",2020,11,87,min
s5552,TV Show,she,"raúl campos, jan suter","aaditi pohankar, vijay varma, vishwas kini, kishore kumar g., shivani rangole, suhita thatte, sandeep dhabale, saqib ayub",india,2020-03-20,TV-MA,1 Season,"crime tv shows, international tv shows, tv dramas",an undercover assignment to expose a drug ring becomes a timid mumbai constable’s road to empowerment as she realizes her dormant sexuality's potential.,2020,3,1,Season
s5553,Movie,she did that,"raúl campos, jan suter","luvvie ajayi, renae bluitt, melissa butler, lisa price, tonya rapley",united states,2020-02-04,TV-PG,71 min,documentaries,"go inside the lives of extraordinary, black female entrepreneurs as they discuss building legacies and pioneering a new future for the next generation.",2020,2,71,min
s5554,Movie,she made me a criminal,amr arafa,"ahmed helmy, ghada adel, hassan hosny, riham abdel ghafour, edward, abdullah moshref, youssef eid, mohamed sharaf",egypt,2020-04-25,TV-14,105 min,"comedies, international movies","in order to get her trust fund money from her wealthy but miserly father, a woman enlists a naive young man to help fake her own kidnapping.",2020,4,105,min
